age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
v1,Federal-gov,v2,HS-grad,v0,Married-civ-spouse,Adm-clerical,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v3,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v1,Private,v2,5th-6th,v0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v0,v0,Mexico,'<=50K'
v1,Local-gov,v2,Some-college,v1,Never-married,Adm-clerical,Unmarried,Black,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v3,Bachelors,v3,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v2,United-States,'>50K'
v1,Private,v1,HS-grad,v0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v3,?,v3,11th,v0,Separated,?,Not-in-family,Black,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,Masters,v3,Never-married,Prof-specialty,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Local-gov,v0,HS-grad,v0,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v0,El-Salvador,'<=50K'
v1,State-gov,v0,Masters,v3,Married-civ-spouse,Prof-specialty,Wife,White,Female,v0,v0,v3,United-States,'>50K'
v1,Private,v1,Assoc-voc,v2,Never-married,Prof-specialty,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Self-emp-inc,v0,HS-grad,v0,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v3,Self-emp-not-inc,v0,Bachelors,v3,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v2,10th,v0,Divorced,Other-service,Unmarried,Black,Female,v0,v0,v2,United-States,'<=50K'
v0,Private,v3,Some-college,v1,Never-married,Protective-serv,Own-child,White,Male,v0,v0,v0,Pool,'<=50K'
v2,Private,v2,Bachelors,v3,Married-civ-spouse,Tech-support,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,Private,v0,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v3,Private,v0,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v3,v0,v2,United-States,'>50K'
v3,Local-gov,v0,Masters,v3,Divorced,Prof-specialty,Unmarried,White,Female,v0,v0,v3,United-States,'<=50K'
v1,Private,v0,Prof-school,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v2,Private,v1,HS-grad,v0,Divorced,Priv-house-serv,Other-relative,Black,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,Some-college,v1,Married-civ-spouse,Exec-managerial,Wife,White,Female,v0,v0,v0,United-States,'>50K'
v0,Private,v2,Some-college,v1,Never-married,Other-service,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,Some-college,v1,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v3,Private,v0,Masters,v3,Never-married,Prof-specialty,Not-in-family,White,Male,v3,v0,v3,United-States,'<=50K'
v2,Local-gov,v0,Some-college,v1,Divorced,Adm-clerical,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,Assoc-voc,v2,Never-married,Craft-repair,Other-relative,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v0,Private,v3,Some-college,v1,Married-civ-spouse,Adm-clerical,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v1,HS-grad,v0,Never-married,Sales,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,HS-grad,v0,Never-married,Exec-managerial,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v3,v0,v2,United-States,'>50K'
v3,Federal-gov,v1,Bachelors,v3,Separated,Other-service,Unmarried,White,Female,v0,v0,v3,?,'<=50K'
v2,State-gov,v0,Masters,v3,Divorced,Prof-specialty,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v3,HS-grad,v0,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,v0,v0,v0,Japan,'<=50K'
v3,Self-emp-not-inc,v1,Bachelors,v3,Never-married,Farming-fishing,Own-child,White,Male,v0,v0,v3,United-States,'<=50K'
v2,State-gov,v1,HS-grad,v0,Divorced,Prof-specialty,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Self-emp-not-inc,v3,Some-college,v1,Divorced,Prof-specialty,Not-in-family,White,Female,v0,v0,v3,United-States,'<=50K'
v0,Private,v0,HS-grad,v0,Never-married,Handlers-cleaners,Not-in-family,White,Male,v0,v0,v2,United-States,'<=50K'
v3,?,v0,Doctorate,v3,Married-civ-spouse,?,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v1,Private,v0,Bachelors,v3,Married-civ-spouse,Sales,Wife,White,Male,v0,v0,v3,?,'<=50K'
v1,Private,v0,Assoc-voc,v2,Married-civ-spouse,Craft-repair,Husband,White,Male,v3,v0,v0,United-States,'>50K'
v2,Private,v3,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v2,United-States,'>50K'
v0,?,v2,12th,v0,Married-civ-spouse,?,Husband,Black,Male,v0,v0,v2,United-States,'<=50K'
v0,Private,v0,Some-college,v1,Separated,Handlers-cleaners,Not-in-family,Black,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Some-college,v1,Never-married,Adm-clerical,Not-in-family,White,Female,v0,v0,v3,United-States,'<=50K'
v2,State-gov,v2,HS-grad,v0,Never-married,Other-service,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,State-gov,v3,HS-grad,v0,Never-married,Sales,Not-in-family,Black,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,Bachelors,v3,Married-civ-spouse,Tech-support,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,Private,v0,Assoc-voc,v2,Married-civ-spouse,Exec-managerial,Wife,White,Female,v0,v0,v2,United-States,'>50K'
v1,Local-gov,v3,HS-grad,v0,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v2,Preschool,v0,Widowed,Priv-house-serv,Other-relative,White,Female,v0,v0,v0,Guatemala,'<=50K'
v1,Private,v1,HS-grad,v0,Divorced,Adm-clerical,Unmarried,White,Female,v0,v0,v2,United-States,'<=50K'
v2,Local-gov,v1,HS-grad,v0,Divorced,Handlers-cleaners,Not-in-family,White,Male,v0,v0,v0,United-States,'>50K'
v1,Private,v3,HS-grad,v0,Never-married,Transport-moving,Own-child,Black,Male,v0,v0,v0,United-States,'<=50K'
v1,Self-emp-not-inc,v2,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v3,Self-emp-not-inc,v1,Masters,v3,Divorced,Prof-specialty,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,Some-college,v1,Never-married,Adm-clerical,Not-in-family,White,Female,v0,v0,v2,United-States,'<=50K'
v3,Self-emp-inc,v1,Masters,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v1,Private,v0,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v2,Private,v2,HS-grad,v0,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v0,Private,v0,Some-college,v1,Never-married,Other-service,Other-relative,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Federal-gov,v1,Assoc-voc,v2,Never-married,Craft-repair,Own-child,White,Male,v0,v0,v3,Japan,'<=50K'
v3,Private,v0,7th-8th,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v3,v3,Canada,'<=50K'
v2,Federal-gov,v2,Masters,v3,Divorced,Exec-managerial,Not-in-family,White,Male,v0,v0,v0,United-States,'>50K'
v2,Self-emp-inc,v1,Masters,v3,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v0,Private,v3,10th,v0,Never-married,Other-service,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v2,7th-8th,v0,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v0,Private,v3,Some-college,v1,Married-civ-spouse,Adm-clerical,Wife,Black,Female,v3,v0,v0,United-States,'>50K'
v2,Private,v3,Masters,v3,Separated,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,v0,v0,v2,India,'<=50K'
v0,Private,v2,HS-grad,v0,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v3,Self-emp-not-inc,v3,HS-grad,v0,Separated,Other-service,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,Some-college,v1,Never-married,Tech-support,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Self-emp-not-inc,v0,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,HS-grad,v0,Divorced,Other-service,Unmarried,White,Female,v0,v0,v3,United-States,'<=50K'
v3,Private,v0,HS-grad,v0,Divorced,Transport-moving,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,Some-college,v1,Separated,Other-service,Other-relative,Black,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,HS-grad,v0,Divorced,Craft-repair,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v0,?,v0,HS-grad,v0,Never-married,?,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Self-emp-inc,v0,12th,v0,Married-civ-spouse,Sales,Husband,Other,Male,v0,v0,v3,Dominican-Republic,'<=50K'
v1,Local-gov,v3,Some-college,v1,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Federal-gov,v1,Bachelors,v3,Married-civ-spouse,Adm-clerical,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v1,Private,v2,11th,v0,Divorced,Craft-repair,Own-child,White,Male,v0,v0,v3,United-States,'<=50K'
v0,Private,v2,Some-college,v1,Never-married,Other-service,Other-relative,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Self-emp-not-inc,v3,Some-college,v1,Never-married,Machine-op-inspct,Not-in-family,Black,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,10th,v0,Never-married,Other-service,Other-relative,White,Male,v0,v0,v0,Mexico,'<=50K'
v0,Private,v3,10th,v0,Never-married,Other-service,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v0,HS-grad,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v3,v0,v2,United-States,'>50K'
v0,Private,v1,HS-grad,v0,Divorced,Adm-clerical,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v2,State-gov,v3,Bachelors,v3,Divorced,Prof-specialty,Unmarried,White,Female,v3,v0,v0,United-States,'<=50K'
v2,Self-emp-not-inc,v1,Some-college,v1,Never-married,Prof-specialty,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,Some-college,v1,Married-civ-spouse,Exec-managerial,Wife,White,Female,v3,v0,v3,United-States,'>50K'
v3,Private,v3,1st-4th,v0,Married-civ-spouse,Other-service,Husband,White,Male,v0,v0,v0,Mexico,'<=50K'
v3,Local-gov,v1,HS-grad,v0,Widowed,Other-service,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v0,Some-college,v1,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v3,Private,v0,Assoc-acdm,v2,Separated,Adm-clerical,Not-in-family,White,Female,v3,v0,v0,United-States,'<=50K'
v0,Private,v2,Assoc-voc,v2,Never-married,Adm-clerical,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v0,Some-college,v1,Never-married,Other-service,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Bachelors,v3,Never-married,Exec-managerial,Not-in-family,White,Female,v0,v0,v3,United-States,'<=50K'
v2,Private,v0,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,?,v0,HS-grad,v0,Never-married,?,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,Some-college,v1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,HS-grad,v0,Divorced,Adm-clerical,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v0,HS-grad,v0,Separated,Machine-op-inspct,Unmarried,Black,Female,v0,v0,v0,United-States,'<=50K'
v3,Federal-gov,v0,HS-grad,v0,Never-married,Adm-clerical,Not-in-family,Black,Female,v0,v0,v0,United-States,'<=50K'
v0,Federal-gov,v0,Bachelors,v3,Never-married,Exec-managerial,Not-in-family,Black,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Some-college,v1,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,Bachelors,v3,Never-married,Prof-specialty,Not-in-family,White,Female,v0,v0,v2,United-States,'<=50K'
v0,State-gov,v1,Some-college,v1,Never-married,Farming-fishing,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v1,HS-grad,v0,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,Self-emp-not-inc,v0,HS-grad,v0,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Federal-gov,v1,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v3,v0,v0,United-States,'>50K'
v2,Private,v1,Assoc-acdm,v2,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v1,Private,v1,Bachelors,v3,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,v0,v0,v0,Vietnam,'>50K'
v0,Private,v1,Bachelors,v3,Never-married,Sales,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,HS-grad,v0,Married-civ-spouse,Exec-managerial,Wife,White,Female,v3,v0,v0,United-States,'>50K'
v2,Private,v3,HS-grad,v0,Married-civ-spouse,Exec-managerial,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v1,Private,v0,Some-college,v1,Married-civ-spouse,Sales,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v3,Self-emp-not-inc,v1,Masters,v3,Never-married,Farming-fishing,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,Prof-school,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v2,Self-emp-not-inc,v0,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v1,Local-gov,v0,Some-college,v1,Married-civ-spouse,Protective-serv,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v3,Federal-gov,v0,Masters,v3,Widowed,Prof-specialty,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Local-gov,v2,HS-grad,v0,Divorced,Handlers-cleaners,Not-in-family,Black,Female,v0,v0,v0,United-States,'<=50K'
v3,?,v1,Some-college,v1,Never-married,?,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v0,Masters,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v3,Private,v2,10th,v0,Married-civ-spouse,Other-service,Husband,Black,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,HS-grad,v0,Pool,Other-service,Wife,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v3,HS-grad,v0,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v3,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v0,7th-8th,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v2,HS-grad,v0,Never-married,Transport-moving,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v3,Assoc-voc,v2,Divorced,Exec-managerial,Not-in-family,White,Male,v3,v0,v0,United-States,'>50K'
v0,Private,v3,Bachelors,v3,Never-married,Sales,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v1,Assoc-acdm,v2,Never-married,Sales,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v1,Private,v3,HS-grad,v0,Married-civ-spouse,Tech-support,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,HS-grad,v0,Married-civ-spouse,Sales,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,Some-college,v1,Divorced,Exec-managerial,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Local-gov,v1,Preschool,v0,Never-married,Adm-clerical,Own-child,Black,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v1,Bachelors,v3,Separated,Exec-managerial,Not-in-family,White,Male,v3,v0,v2,United-States,'>50K'
v0,Private,v2,Some-college,v1,Never-married,Sales,Not-in-family,Black,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,Some-college,v1,Never-married,Sales,Own-child,Black,Male,v0,v0,v0,United-States,'<=50K'
v1,State-gov,v2,Masters,v3,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,v0,v0,v0,India,'<=50K'
v2,Private,v3,Masters,v3,Divorced,Prof-specialty,Unmarried,White,Female,v0,v3,v0,United-States,'>50K'
v1,Private,v0,Bachelors,v3,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,v0,v0,v0,China,'<=50K'
v3,State-gov,v1,Masters,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v0,Private,v0,HS-grad,v0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v0,Private,v0,Some-college,v1,Never-married,Tech-support,Own-child,Black,Male,v0,v0,v0,United-States,'<=50K'
v2,Self-emp-not-inc,v1,Some-college,v1,Never-married,Other-service,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v0,Bachelors,v3,Widowed,Prof-specialty,Unmarried,White,Female,v3,v0,v0,United-States,'<=50K'
v2,Self-emp-not-inc,v1,HS-grad,v0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v0,v3,v0,United-States,'<=50K'
v0,Private,v1,Some-college,v1,Never-married,Adm-clerical,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,HS-grad,v0,Married-civ-spouse,Protective-serv,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v1,State-gov,v0,Bachelors,v3,Never-married,Prof-specialty,Other-relative,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v1,12th,v0,Never-married,Sales,Own-child,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v2,HS-grad,v0,Married-civ-spouse,Tech-support,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v0,Private,v1,HS-grad,v0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v3,Private,v1,Bachelors,v3,Widowed,Other-service,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v2,Masters,v3,Never-married,Prof-specialty,Not-in-family,White,Female,v3,v0,v0,United-States,'<=50K'
v0,Local-gov,v2,HS-grad,v0,Married-civ-spouse,Protective-serv,Wife,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v3,Some-college,v1,Married-civ-spouse,Farming-fishing,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,10th,v0,Never-married,Other-service,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Bachelors,v3,Never-married,Prof-specialty,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v0,?,v2,HS-grad,v0,Never-married,?,Unmarried,Black,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v2,Some-college,v1,Married-civ-spouse,Transport-moving,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v3,?,v2,Bachelors,v3,Married-civ-spouse,?,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,HS-grad,v0,Never-married,Machine-op-inspct,Own-child,White,Male,v0,v3,v0,United-States,'<=50K'
v0,Self-emp-not-inc,v0,HS-grad,v0,Never-married,Farming-fishing,Own-child,White,Male,v0,v0,v3,United-States,'<=50K'
v2,Private,v0,HS-grad,v0,Separated,Machine-op-inspct,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v1,Private,v3,Some-college,v1,Never-married,Exec-managerial,Not-in-family,White,Male,v0,v0,v2,Pool,'<=50K'
v3,Private,v3,HS-grad,v0,Widowed,Transport-moving,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v3,HS-grad,v0,Married-civ-spouse,Other-service,Husband,Black,Male,v0,v0,v0,United-States,'<=50K'
v2,State-gov,v1,11th,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,HS-grad,v0,Never-married,Other-service,Own-child,White,Female,v3,v0,v0,United-States,'<=50K'
v2,Private,v1,Bachelors,v3,Married-civ-spouse,Tech-support,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v1,Private,v1,Bachelors,v3,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,v0,v0,v0,Pool,'<=50K'
v0,Private,v3,11th,v0,Never-married,Other-service,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v3,HS-grad,v0,Married-civ-spouse,Adm-clerical,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v0,Private,v0,HS-grad,v0,Never-married,Handlers-cleaners,Other-relative,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Self-emp-not-inc,v2,HS-grad,v0,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,Masters,v3,Married-civ-spouse,Exec-managerial,Husband,White,Male,v3,v0,v2,United-States,'>50K'
v2,Federal-gov,v3,Some-college,v1,Married-civ-spouse,Exec-managerial,Husband,Black,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v0,Some-college,v1,Separated,Adm-clerical,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v0,HS-grad,v0,Married-civ-spouse,Prof-specialty,Husband,White,Male,v3,v0,v0,United-States,'>50K'
v1,Self-emp-not-inc,v0,11th,v0,Married-civ-spouse,Other-service,Wife,White,Female,v0,v0,v0,United-States,'<=50K'
v2,Private,v0,Bachelors,v3,Never-married,Sales,Own-child,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Private,v1,Bachelors,v3,Never-married,Sales,Own-child,Black,Male,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,Bachelors,v3,Married-civ-spouse,Exec-managerial,Husband,Other,Male,v0,v3,v0,India,'<=50K'
v3,Private,v0,HS-grad,v0,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v0,Private,v3,Assoc-acdm,v2,Never-married,Craft-repair,Not-in-family,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,Some-college,v1,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v0,Self-emp-not-inc,v0,HS-grad,v0,Married-civ-spouse,Exec-managerial,Husband,White,Male,v0,v0,v2,United-States,'<=50K'
v1,Private,v2,HS-grad,v0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,v0,v0,v2,United-States,'>50K'
v1,Private,v3,HS-grad,v0,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v0,Self-emp-not-inc,v0,11th,v0,Never-married,Craft-repair,Own-child,White,Male,v0,v0,v3,Mexico,'<=50K'
v0,Private,v2,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v3,United-States,'<=50K'
v1,State-gov,v3,HS-grad,v0,Divorced,Adm-clerical,Own-child,Black,Female,v0,v0,v0,United-States,'<=50K'
v1,Self-emp-not-inc,v3,Some-college,v1,Married-civ-spouse,Craft-repair,Husband,White,Male,v0,v0,v3,?,'<=50K'
v2,Self-emp-inc,v1,Assoc-acdm,v2,Married-civ-spouse,Sales,Husband,White,Male,v3,v0,v3,United-States,'>50K'
v1,Private,v3,Assoc-voc,v2,Never-married,Craft-repair,Own-child,Black,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v2,11th,v0,Never-married,Handlers-cleaners,Own-child,Black,Male,v0,v0,v0,United-States,'<=50K'
v1,Private,v0,Some-college,v1,Never-married,Craft-repair,Not-in-family,White,Male,v0,v0,v3,United-States,'<=50K'
v3,Private,v2,Some-college,v1,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v1,Self-emp-not-inc,v0,Bachelors,v3,Divorced,Transport-moving,Not-in-family,White,Male,v0,v0,v3,?,'<=50K'
v2,Private,v1,HS-grad,v0,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,v0,v0,v3,Pool,'<=50K'
v0,Private,v2,Some-college,v1,Widowed,Adm-clerical,Unmarried,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v2,Doctorate,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v0,United-States,'<=50K'
v2,Private,v3,12th,v0,Never-married,Machine-op-inspct,Not-in-family,Black,Female,v0,v0,v3,United-States,'<=50K'
v3,State-gov,v3,Bachelors,v3,Divorced,Exec-managerial,Unmarried,Black,Male,v0,v0,v0,United-States,'<=50K'
v3,Self-emp-not-inc,v1,7th-8th,v0,Married-civ-spouse,Other-service,Husband,White,Male,v0,v0,v3,Italy,'<=50K'
v2,Private,v2,Bachelors,v3,Married-spouse-absent,Other-service,Not-in-family,Other,Male,v0,v0,v0,Mexico,'<=50K'
v2,Private,v2,Assoc-voc,v2,Divorced,Tech-support,Not-in-family,White,Female,v0,v0,v0,United-States,'<=50K'
v3,Private,v1,Bachelors,v3,Married-civ-spouse,Prof-specialty,Husband,White,Male,v0,v0,v3,United-States,'>50K'
v0,Private,v3,Bachelors,v3,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,v0,v0,v3,Pool,'<=50K'
v1,State-gov,v1,HS-grad,v0,Married-civ-spouse,Protective-serv,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v3,?,v0,Doctorate,v3,Married-civ-spouse,?,Husband,White,Male,v0,v0,v0,United-States,'>50K'
v2,Private,v1,10th,v0,Never-married,Other-service,Unmarried,Black,Female,v0,v0,v0,United-States,'<=50K'
